4,さくらの開花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,地点名,1953,rm,1954,rm,1955,rm,1956,rm,1957,rm,1958,rm,1959,rm,1960,rm,1961,rm,1962,rm,1963,rm,1964,rm,1965,rm,1966,rm,1967,rm,1968,rm,1969,rm,1970,rm,1971,rm,1972,rm,1973,rm,1974,rm,1975,rm,1976,rm,1977,rm,1978,rm,1979,rm,1980,rm,1981,rm,1982,rm,1983,rm,1984,rm,1985,rm,1986,rm,1987,rm,1988,rm,1989,rm,1990,rm,1991,rm,1992,rm,1993,rm,1994,rm,1995,rm,1996,rm,1997,rm,1998,rm,1999,rm,2000,rm,2001,rm,2002,rm,2003,rm,2004,rm,2005,rm,2006,rm,2007,rm,2008,rm,2009,rm,2010,rm,2011,rm,2012,rm,2013,rm,2014,rm,2015,rm,2016,rm,2017,rm,2018,rm,2019,rm,2020,rm,2021,rm,2022,rm,2023,rm,2024,rm,2025,rm,2026,rm,2027,rm,2028,rm,2029,rm,2030,rm,2031,rm,2032,e,平年値,rm,最早値,rm,最早年,最晩値,rm,最晩年
776,洲本　　,330,8,327,8,330,8,329,8,406,8,328,8,323,8,324,8,331,8,329,8,403,8,403,8,405,8,319,8,327,8,401,8,404,8,406,8,330,8,329,8,330,8,401,8,330,8,325,8,326,8,405,8,328,8,402,8,330,8,325,8,404,8,410,8,403,8,405,8,325,8,406,8,319,8,321,8,403,8,326,8,331,8,402,8,404,8,402,8,329,8,324,8,330,8,402,8,326,8,320,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,8,1989,410,8,1984
777,和歌山　,320,8,321,8,330,8,327,8,404,8,324,8,319,8,321,8,325,8,330,8,402,8,331,8,331,8,318,8,326,8,329,8,402,8,404,8,328,8,329,8,330,8,330,8,331,8,327,8,323,8,402,8,328,8,402,8,325,8,322,8,402,8,406,8,328,8,402,9,325,9,405,9,320,9,319,9,327,9,325,9,328,9,401,9,328,9,329,9,318,9,324,9,324,9,328,9,323,9,316,9,326,9,319,9,329,9,325,9,326,9,324,9,321,9,318,9,327,9,330,9,318,9,326,9,323,9,322,9,330,9,320,9,325,9,322,9,318,9,324,9,320,9,330,9,326,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,316,8,2002,406,8,1984
778,潮岬　　,0,0,0,0,0,0,0,0,0,0,327,8,310,8,318,8,0,0,326,8,330,8,403,8,406,8,321,8,327,8,327,8,404,8,402,8,327,8,330,8,330,8,322,8,329,8,324,8,321,8,403,8,401,8,401,8,326,8,324,8,402,8,402,8,327,8,330,8,331,8,405,8,320,8,323,8,327,8,328,8,402,8,403,8,331,8,328,8,323,8,326,8,321,8,331,8,327,8,320,8,319,8,326,8,401,8,319,8,328,8,324,8,322,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,8,1959,406,8,1965
780,奈良　　,0,0,327,8,327,8,402,8,407,8,402,8,324,8,329,8,402,8,402,8,404,8,404,8,412,8,326,8,401,8,404,8,405,8,410,8,402,8,401,8,331,8,405,8,405,8,330,8,330,8,408,8,330,8,404,8,331,8,328,8,404,8,412,8,402,8,404,8,328,8,407,8,325,8,323,8,328,8,326,8,330,8,403,8,401,8,401,8,328,8,326,8,326,8,405,8,326,8,320,8,330,8,325,8,402,8,329,8,327,8,326,8,323,8,320,8,331,8,403,8,322,8,327,8,327,8,323,8,403,9,324,9,329,9,326,9,321,9,325,9,320,9,331,9,328,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,320,8,2023,412,8,1984
800,厳原　　,328,8,325,8,326,8,406,8,405,8,324,8,322,8,325,8,327,8,405,8,401,8,401,8,403,8,324,8,331,8,401,8,404,8,331,8,331,8,404,8,329,8,401,8,329,8,328,8,323,8,330,8,328,8,331,8,326,8,322,8,331,8,405,8,329,8,402,9,323,9,402,9,322,9,318,9,403,9,325,9,327,9,401,9,331,9,331,9,321,9,321,9,326,9,327,9,324,9,317,9,323,9,322,9,401,9,323,9,326,8,327,8,318,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,8,2002,406,8,1956
807,福岡　　,328,8,328,8,324,8,402,8,401,8,325,8,325,8,324,8,328,8,406,8,403,8,401,8,330,8,320,8,328,8,331,8,404,8,403,8,331,8,330,8,328,8,330,8,401,8,322,8,323,8,401,8,328,8,330,8,325,8,320,8,331,8,405,8,401,8,329,8,322,8,402,8,317,8,314,8,329,8,322,8,324,8,329,8,327,8,323,8,318,8,319,8,321,8,325,8,322,8,315,8,322,8,317,8,329,8,323,8,321,8,324,8,313,8,314,8,322,8,327,8,313,8,319,8,322,8,319,8,325,8,319,8,321,8,321,8,312,8,317,8,318,8,327,8,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,8,312,8,2021,406,8,1962
813,佐賀　　,326,8,327,8,324,8,329,8,331,8,324,8,322,8,325,8,323,8,331,8,330,8,331,8,330,8,323,8,327,8,331,8,401,8,401,8,330,8,328,8,325,8,328,8,329,8,321,8,321,8,330,8,326,8,327,8,324,8,319,8,330,8,331,8,329,8,326,8,323,8,402,8,320,8,317,8,329,8,325,8,329,8,329,8,331,8,325,9,318,9,318,9,321,9,327,9,324,8,317,8,321,8,323,8,331,8,323,8,324,8,324,8,319,8,321,8,322,8,328,8,318,8,319,8,322,8,323,8,330,8,320,8,323,8,323,8,317,8,319,8,322,8,329,8,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,317,8,2021,402,8,1988
815,大分　　,326,8,327,8,325,8,331,8,406,8,327,8,328,8,329,8,331,8,401,8,402,8,401,8,330,8,324,8,327,8,402,8,403,8,402,8,330,8,328,8,327,8,329,8,329,8,329,8,323,8,330,8,329,8,329,8,325,8,319,8,401,8,403,8,328,8,330,8,323,8,402,8,320,8,316,8,328,8,326,8,327,8,330,8,327,8,326,8,320,8,319,8,326,8,326,8,323,8,317,8,324,8,319,8,331,8,323,8,322,8,324,8,317,8,317,8,323,8,327,8,314,8,325,8,326,8,328,8,404,8,323,8,324,8,325,8,318,8,323,8,324,8,330,8,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,314,8,2013,406,8,1957
817,長崎　　,326,8,327,8,324,8,328,8,330,8,322,8,322,8,322,8,324,8,401,8,331,8,330,8,328,8,322,8,327,8,329,8,331,8,329,8,327,8,328,8,325,8,320,8,327,8,317,8,318,8,329,8,325,8,327,8,323,8,319,8,329,8,331,8,329,8,327,8,323,8,401,8,318,8,315,8,327,8,322,8,330,8,330,8,331,8,323,8,318,8,324,8,322,8,326,8,322,8,319,8,319,8,323,8,401,8,322,8,324,8,324,8,321,8,318,8,323,8,326,8,316,8,320,8,322,8,322,8,330,8,317,8,320,8,324,8,314,8,322,8,321,8,326,8,324,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,8,314,8,2021,401,8,2005
819,熊本　　,328,8,326,8,321,8,325,8,329,8,324,8,319,8,322,8,324,8,402,8,401,8,329,8,330,8,318,8,327,8,329,8,330,8,401,8,328,8,326,8,327,8,325,8,326,8,318,8,320,8,329,8,327,8,324,8,323,8,319,8,328,8,331,8,327,8,326,8,324,8,401,8,318,8,317,8,327,8,318,8,327,8,329,8,330,8,322,8,315,8,317,8,322,8,324,8,323,8,316,8,320,8,324,8,401,8,320,8,323,8,322,8,316,8,316,8,321,9,325,9,316,9,320,9,321,9,322,9,401,9,317,9,326,9,323,9,317,9,320,9,322,9,326,9,323,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,8,315,8,1997,402,8,1962
822,延岡　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,328,8,321,8,325,8,319,8,318,8,325,8,327,8,326,8,325,8,323,8,322,8,320,8,326,8,320,8,320,8,401,8,330,8,327,8,325,8,321,8,329,8,331,8,327,8,327,8,325,8,402,8,316,8,321,8,327,8,324,8,401,8,330,8,331,8,0,0,318,8,326,8,320,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,8,1989,402,8,1988
827,鹿児島　,329,8,331,8,329,8,327,8,401,8,326,8,323,8,326,8,328,8,402,8,401,8,329,8,325,8,322,8,327,8,329,8,330,8,331,8,330,8,327,8,326,8,323,8,329,8,325,8,318,8,401,8,330,8,322,8,322,8,319,8,327,8,326,8,326,8,322,8,326,8,403,8,325,8,322,8,324,8,326,8,331,8,329,8,331,9,325,8,321,8,328,8,326,8,330,8,330,8,327,8,324,8,329,8,403,8,320,8,330,8,328,8,319,8,323,8,323,8,326,8,315,8,320,8,321,8,327,8,405,8,317,8,325,8,401,8,317,8,320,8,324,8,329,8,324,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,315,8,2013,405,8,2017
830,宮崎　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,324,8,328,8,324,8,327,8,324,8,318,8,330,8,330,8,326,8,324,8,318,8,328,8,328,8,326,8,324,8,324,8,402,8,322,8,319,8,320,8,324,8,402,8,330,8,330,8,322,8,317,8,323,8,325,8,328,8,322,9,318,9,323,9,326,9,328,9,318,9,326,9,326,9,316,9,317,9,323,9,324,9,313,9,319,9,322,9,324,9,402,9,316,9,322,8,325,8,316,8,318,8,319,8,325,8,324,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,8,313,8,2013,402,8,2017
836,屋久島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,1991,325,8,1991
837,種子島　,325,8,406,8,310,8,328,8,0,0,329,8,403,8,330,8,330,8,321,8,0,0,0,0,401,8,320,8,322,8,327,8,0,0,0,0,322,8,325,8,310,8,327,8,407,8,325,8,319,8,407,8,418,8,330,8,322,8,324,8,329,8,330,8,328,8,324,9,327,9,331,9,322,9,319,9,324,9,327,9,329,9,329,9,331,9,322,9,323,9,403,9,402,9,330,9,328,9,327,9,320,9,321,9,331,9,320,9,401,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,8,1973,418,8,1979
843,福江　　,326,8,330,8,323,8,330,8,404,8,331,8,320,8,326,8,323,8,330,8,402,8,331,8,402,8,324,8,329,8,331,8,403,8,404,8,328,8,402,8,329,8,324,8,331,8,327,8,320,8,403,8,328,8,329,8,326,8,323,8,331,8,403,8,328,8,330,8,329,8,401,8,322,8,319,8,329,8,322,8,331,8,402,8,401,8,326,8,320,8,326,8,326,8,328,8,324,8,323,8,322,8,326,9,331,9,322,9,328,8,331,8,323,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,8,1990,404,8,1970
887,松山　　,326,8,327,8,328,8,328,8,406,8,401,8,323,8,324,8,329,8,401,8,401,8,402,8,403,8,324,8,328,8,331,8,403,8,402,8,329,8,330,8,329,8,330,8,330,8,327,8,324,8,402,8,326,8,330,8,326,8,321,8,401,8,405,8,328,8,331,9,324,9,403,9,321,9,318,9,328,9,325,9,326,9,331,9,330,9,329,9,324,9,321,9,325,9,328,9,324,9,318,9,326,9,319,9,401,9,324,9,323,9,325,9,317,9,314,9,325,9,330,9,317,9,324,9,327,9,323,9,330,9,319,9,322,9,325,9,315,9,321,9,318,9,327,9,325,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,314,8,2010,406,8,1957
891,高松　　,401,8,330,8,330,8,401,8,403,8,401,8,326,8,329,8,401,8,404,8,404,8,403,8,405,8,326,8,331,8,403,8,407,8,406,8,331,8,330,8,330,8,403,8,331,8,328,8,328,8,404,8,329,8,402,8,330,8,324,8,402,8,408,8,331,8,403,9,324,9,405,9,324,9,321,9,329,9,325,9,327,9,402,9,331,9,402,9,328,9,325,9,327,9,331,9,326,9,318,9,328,9,324,9,401,9,327,9,328,9,325,9,320,9,320,9,331,9,402,9,322,9,326,9,324,9,326,9,402,9,324,9,326,9,323,9,315,9,324,9,322,9,329,9,326,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,315,8,2021,408,8,1984
892,宇和島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,329,8,330,8,401,8,326,8,326,8,328,8,322,8,327,8,322,8,320,8,331,8,327,8,328,8,325,8,320,8,330,8,331,8,326,8,327,8,323,8,402,8,315,8,315,8,324,8,323,8,330,9,329,9,327,9,324,9,317,9,318,9,319,9,325,9,321,9,315,9,320,9,317,9,328,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,8,2002,402,8,1988
893,高知　　,0,0,325,8,321,8,324,8,402,8,324,8,321,8,323,8,325,8,330,8,327,8,330,8,330,8,317,8,320,8,329,8,327,8,327,8,322,8,322,8,323,8,323,8,324,8,323,8,320,8,329,8,326,8,326,8,320,8,317,8,329,8,330,8,324,8,325,9,322,9,328,9,315,9,314,9,324,9,325,9,329,9,330,9,328,9,325,9,315,9,317,9,319,9,327,9,321,9,317,9,318,9,319,9,331,9,315,9,323,9,324,9,316,9,310,9,322,9,321,9,315,9,318,9,322,9,324,9,329,9,315,9,322,9,324,9,315,9,319,9,317,9,323,9,323,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,8,310,8,2010,402,8,1957
895,徳島　　,327,8,328,8,325,8,327,8,405,8,328,8,326,8,328,8,402,8,330,8,401,8,401,8,331,8,318,8,326,8,331,8,402,8,403,8,329,8,329,8,330,8,331,8,330,8,327,8,326,8,402,8,329,8,401,8,326,8,323,8,405,8,406,8,401,8,401,8,326,8,405,8,323,8,321,8,329,8,329,8,330,8,402,8,329,8,329,8,325,8,326,8,324,8,330,8,325,8,319,8,327,8,326,8,331,8,327,8,327,8,325,8,323,8,326,8,331,8,401,8,324,8,329,8,328,8,330,8,403,8,323,8,328,8,327,8,325,8,325,8,323,8,401,8,326,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,318,8,1966,406,8,1984
909,名瀬　　,129,6,121,6,127,6,115,6,114,6,0,0,128,6,123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,6,110,6,115,6,119,6,122,6,111,6,127,6,123,6,116,6,121,6,121,6,126,6,127,6,127,6,119,6,116,6,112,6,106,6,114,6,122,6,117,6,118,6,119,6,131,6,114,6,120,6,112,6,118,6,118,6,126,6,117,6,101,6,120,6,125,6,116,6,129,6,121,6,122,6,122,6,130,6,120,6,114,6,116,6,120,6,118,6,131,6,122,6,123,6,123,6,125,6,118,6,120,6,117,6,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6,101,6,2003,201,6,2026
912,与那国島,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,7,202,7,118,7,222,7,118,7,203,7,209,7,206,7,120,7,205,7,121,7,126,7,119,7,205,7,127,7,208,7,130,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,6,1996,222,6,1995
917,西表島　,0,0,0,0,107,6,0,0,116,6,0,0,112,6,208,6,120,6,207,6,110,6,205,6,125,6,127,6,0,0,0,0,0,0,0,0,120,6,127,6,115,6,120,6,1221,6,105,6,104,6,126,6,125,6,109,6,127,6,110,6,122,6,117,6,126,6,123,7,121,7,115,7,115,7,118,7,127,7,121,7,114,7,121,7,203,7,114,7,120,7,130,7,207,7,116,7,122,7,115,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,6,1974,208,6,1960
918,石垣島　,109,6,0,0,108,6,105,6,118,6,110,6,0,0,0,0,127,6,126,6,130,6,220,6,120,6,114,6,120,6,1219,6,1219,6,129,6,110,6,126,6,110,6,103,6,115,6,115,6,120,6,127,6,120,6,110,6,121,6,111,6,118,6,114,6,111,6,114,7,103,4,101,7,1227,7,105,7,124,7,105,6,104,6,115,6,201,6,104,6,111,6,215,6,131,6,114,6,109,6,104,6,131,6,115,6,107,6,115,6,205,7,127,7,119,7,115,7,117,7,1224,7,122,7,116,7,106,7,212,7,125,6,119,6,116,6,129,6,127,6,127,6,203,6,122,6,122,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,6,1219,6,1968,220,6,1964
927,宮古島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,6,205,6,115,6,130,6,120,6,117,6,201,6,126,6,203,6,128,6,120,6,117,6,121,6,106,6,123,7,116,7,117,7,108,7,111,7,120,7,110,7,106,7,105,7,202,7,107,7,108,7,110,7,115,7,105,7,108,7,106,7,1230,7,128,7,129,7,119,7,116,7,129,7,127,7,118,7,117,7,118,7,119,7,116,7,122,7,204,7,130,7,123,7,107,7,207,7,116,7,119,7,115,7,105,7,106,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,6,1230,6,2002,207,6,2020
929,久米島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,6,215,6,127,6,127,6,201,6,0,0,0,0,0,0,0,0,0,0,119,6,117,6,115,6,0,0,0,0,0,0,106,6,129,6,125,6,127,6,122,6,130,6,124,6,123,6,115,7,108,7,106,7,1231,7,1231,7,102,7,105,7,107,7,112,7,115,7,113,7,115,7,120,7,126,7,107,7,104,7,107,7,115,7,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,6,1989,215,6,1963
936,那覇　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,6,118,6,118,6,107,6,117,6,106,6,201,6,124,6,105,6,116,6,123,6,123,6,109,7,123,7,119,7,109,7,121,7,124,7,126,7,123,7,120,7,208,7,125,7,120,7,116,7,202,7,118,7,117,7,115,7,121,7,117,7,119,7,113,7,123,7,103,7,102,7,1231,7,107,7,122,7,1228,7,115,7,115,7,121,7,114,7,110,7,110,7,106,7,104,7,111,7,107,7,113,7,105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,6,1228,6,2012,208,6,1995
940,名護　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,6,1219,6,1227,6,1226,6,101,6,1223,6,1230,6,1229,6,1224,6,109,6,1230,6,105,6,113,6,122,6,1226,7,109,7,104,7,1231,7,1230,7,107,7,106,7,104,7,110,7,116,7,104,7,101,7,104,7,1228,7,101,7,118,7,115,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,6,1972,122,6,1985
945,南大東島,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6,116,6,120,6,112,6,117,6,115,6,110,6,0,0,125,6,130,6,122,6,124,6,125,6,119,6,120,6,118,7,121,7,129,7,117,7,116,7,122,7,120,7,104,7,107,7,119,7,125,7,124,7,113,7,127,7,117,7,116,7,104,7,112,7,122,7,203,7,115,7,202,7,125,7,125,7,126,7,124,7,117,7,107,7,107,7,115,7,209,7,127,7,107,7,125,7,206,7,0,0,128,6,207,6,216,6,303,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6,104,6,2002,303,6,2025
