4,さくらの開花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,地点名,1953,rm,1954,rm,1955,rm,1956,rm,1957,rm,1958,rm,1959,rm,1960,rm,1961,rm,1962,rm,1963,rm,1964,rm,1965,rm,1966,rm,1967,rm,1968,rm,1969,rm,1970,rm,1971,rm,1972,rm,1973,rm,1974,rm,1975,rm,1976,rm,1977,rm,1978,rm,1979,rm,1980,rm,1981,rm,1982,rm,1983,rm,1984,rm,1985,rm,1986,rm,1987,rm,1988,rm,1989,rm,1990,rm,1991,rm,1992,rm,1993,rm,1994,rm,1995,rm,1996,rm,1997,rm,1998,rm,1999,rm,2000,rm,2001,rm,2002,rm,2003,rm,2004,rm,2005,rm,2006,rm,2007,rm,2008,rm,2009,rm,2010,rm,2011,rm,2012,rm,2013,rm,2014,rm,2015,rm,2016,rm,2017,rm,2018,rm,2019,rm,2020,rm,2021,rm,2022,rm,2023,rm,2024,rm,2025,rm,2026,rm,2027,rm,2028,rm,2029,rm,2030,rm,2031,rm,2032,e,平年値,rm,最早値,rm,最早年,最晩値,rm,最晩年
612,高田　　,410,8,404,8,403,8,413,8,416,8,406,8,403,8,405,8,410,8,408,8,407,8,407,8,416,8,410,8,407,8,412,8,413,8,421,8,410,8,405,8,409,8,414,8,410,8,413,8,412,8,415,8,331,8,413,8,414,8,406,8,410,8,425,8,412,8,416,8,406,8,414,8,331,8,401,8,410,8,405,8,411,8,410,8,408,8,415,8,406,8,404,8,405,8,410,8,407,8,330,8,407,8,330,8,410,8,412,8,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,2004,425,8,1984
615,宇都宮　,406,8,402,8,403,8,410,8,409,8,406,8,331,8,401,8,405,8,407,8,406,8,406,8,411,8,330,8,404,8,404,8,408,8,413,8,405,8,331,8,403,8,408,8,407,8,401,8,401,8,410,8,329,8,407,8,406,8,401,8,407,8,418,8,406,8,411,8,331,8,407,8,327,8,325,8,404,8,330,8,402,8,404,8,404,8,406,8,330,8,330,8,326,8,405,8,328,8,318,8,331,8,327,8,406,8,329,8,326,8,328,8,326,8,402,8,406,8,408,8,321,8,329,8,330,8,328,8,403,8,326,8,328,8,321,8,320,8,327,8,320,8,331,8,328,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,318,8,2002,418,8,1984
616,福井　　,407,8,402,8,401,8,409,8,411,8,403,8,330,8,401,8,405,8,408,8,409,8,406,8,416,8,403,8,403,8,406,8,409,8,414,8,408,8,404,8,405,8,407,8,407,8,402,8,410,8,412,8,331,8,408,8,409,8,401,8,407,8,417,8,408,8,410,9,404,9,412,9,328,9,327,9,406,9,401,9,404,9,407,9,405,9,407,8,330,8,329,8,326,8,408,8,402,8,326,8,402,8,329,8,407,8,405,8,329,8,402,8,326,8,402,8,407,8,410,8,328,8,331,8,331,8,327,8,405,8,329,8,328,8,325,8,322,8,331,8,322,8,401,8,404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,8,322,8,2023,417,8,1984
617,高山　　,421,8,406,8,410,8,419,8,421,8,414,8,408,8,412,8,415,8,416,8,417,8,412,8,425,8,416,8,413,8,416,8,415,8,424,8,414,8,410,8,412,8,420,8,418,8,415,8,415,8,424,8,409,8,419,8,423,8,417,8,414,8,428,8,415,8,421,8,415,8,422,8,409,8,409,8,415,8,410,8,421,8,418,8,418,8,425,8,414,8,410,8,413,8,421,8,412,8,405,8,417,8,410,8,417,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,8,2002,428,8,1984
618,松本　　,411,8,407,8,408,8,415,8,417,8,408,8,405,8,408,8,414,8,414,8,415,8,413,8,425,8,414,8,412,8,414,8,414,8,421,8,414,8,408,8,413,8,417,8,415,8,414,8,413,8,418,8,406,8,414,8,414,8,410,8,412,8,424,8,414,8,418,8,408,8,419,8,404,8,404,8,410,8,406,8,414,8,414,8,414,8,419,8,405,8,408,8,405,8,413,8,408,8,330,8,413,8,402,8,409,8,412,8,401,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,2002,425,8,1965
624,前橋　　,403,8,329,8,329,8,406,8,406,8,401,8,324,8,327,8,402,8,402,8,402,8,405,8,408,8,325,8,331,8,402,8,407,8,411,8,401,8,330,8,403,8,406,8,404,8,329,8,328,8,410,8,328,8,405,8,330,8,327,8,405,8,415,8,405,8,408,8,326,8,405,8,326,8,324,8,331,8,326,8,327,8,402,8,405,8,404,8,328,8,329,8,326,8,404,8,326,8,320,8,331,8,326,8,406,8,328,8,328,8,326,8,330,8,401,8,403,8,408,8,322,8,329,8,328,8,323,8,402,8,325,8,327,8,319,8,321,8,327,8,318,8,331,8,328,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,8,318,8,2023,415,8,1984
626,熊谷　　,401,8,330,8,330,8,404,8,407,8,401,8,326,8,328,8,403,8,402,8,404,8,404,8,406,8,327,8,401,8,402,8,405,8,410,8,402,8,328,8,401,8,406,8,401,8,330,8,328,8,408,8,327,8,405,8,330,8,328,8,404,8,414,8,404,8,406,9,325,9,404,8,326,8,322,8,329,8,322,8,325,8,401,9,402,9,401,9,326,9,328,9,327,9,331,9,325,9,317,9,328,9,323,9,404,9,327,9,323,9,325,9,325,9,331,9,401,9,404,9,319,9,328,9,327,9,323,9,328,9,322,9,325,9,318,9,319,9,324,9,317,9,331,9,327,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,317,8,2023,414,8,1984
629,水戸　　,404,8,401,8,329,8,409,8,408,8,404,8,330,8,404,8,406,8,409,8,406,8,406,8,412,8,401,8,402,8,404,8,408,8,413,8,405,8,331,8,405,8,410,8,409,8,405,8,405,8,411,8,329,8,409,8,408,8,401,8,407,8,420,8,407,8,410,9,328,9,406,9,327,9,325,9,405,9,331,9,402,9,405,9,405,9,407,9,329,9,331,9,329,9,403,9,330,9,320,9,401,9,327,9,406,9,330,9,324,9,327,9,327,9,402,9,406,9,406,9,321,9,329,9,330,9,328,9,403,9,325,9,327,9,321,8,320,8,330,8,320,8,331,8,327,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,320,8,2023,420,8,1984
631,敦賀　　,403,8,330,8,328,8,404,8,411,8,405,8,328,8,330,8,406,8,405,8,406,8,405,8,415,8,329,8,402,8,407,8,410,8,413,8,406,8,404,8,407,8,407,8,408,8,330,8,406,8,410,8,330,8,406,8,408,8,330,8,407,8,417,8,407,8,409,9,402,9,412,9,324,9,325,9,404,9,329,9,402,9,405,9,404,9,406,9,329,9,329,9,326,9,407,9,401,9,324,9,330,9,328,9,406,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,2002,417,8,1984
632,岐阜　　,403,8,329,8,327,8,331,8,408,8,328,8,322,8,323,8,402,8,406,8,404,8,404,8,409,8,327,8,330,8,404,8,403,8,409,8,331,8,328,8,331,8,404,8,401,8,326,8,328,8,406,8,329,8,401,8,330,8,323,8,402,8,412,8,329,8,401,9,326,9,403,9,316,9,317,9,328,9,324,9,327,9,331,9,327,9,330,9,322,9,322,9,323,9,403,9,325,9,317,9,324,9,324,9,402,9,326,9,323,9,323,9,318,9,320,9,328,9,330,9,321,9,324,9,323,9,320,9,328,9,319,9,322,9,321,9,316,9,321,9,316,9,327,9,325,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,316,8,2026,412,8,1984
636,名古屋　,403,8,330,8,329,8,329,8,408,8,325,8,323,8,322,8,331,8,403,8,402,8,402,8,408,8,324,8,329,8,402,8,401,8,407,8,331,8,327,8,330,8,403,8,331,8,325,8,326,8,405,8,327,8,330,8,328,8,323,8,331,8,411,8,328,8,401,8,325,8,403,8,317,8,317,8,328,8,321,8,326,8,331,8,327,8,329,8,323,8,322,8,324,8,403,8,326,8,319,8,324,8,323,8,331,8,326,8,323,8,322,8,319,8,318,8,327,8,330,8,319,8,324,8,321,8,319,8,328,8,319,8,322,8,322,8,317,8,322,8,317,8,328,8,326,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,317,8,2026,411,8,1984
637,飯田　　,407,8,403,8,404,8,406,8,412,8,405,8,327,8,330,8,406,8,411,8,407,8,409,8,416,8,405,8,408,8,409,8,406,8,416,8,405,8,404,8,406,8,410,8,409,8,401,8,405,8,414,8,401,8,408,8,408,8,401,8,409,8,419,8,406,8,412,8,405,8,414,8,329,8,328,8,405,8,330,8,403,8,406,8,406,8,408,8,330,8,330,8,329,8,410,8,406,8,327,8,406,9,402,9,409,8,407,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,2002,419,8,1984
638,甲府　　,330,8,331,8,329,8,329,8,407,8,401,8,324,8,325,8,402,8,402,8,402,8,403,8,407,8,326,8,401,8,403,8,403,8,409,8,330,8,329,8,401,8,402,8,402,8,326,8,325,8,407,8,327,8,401,8,329,8,327,8,404,8,412,8,330,8,404,8,326,8,404,8,325,8,320,8,329,8,324,8,326,8,401,8,331,8,331,8,322,8,326,8,318,8,331,8,325,8,317,8,327,8,324,8,331,8,324,8,321,8,324,8,320,8,320,8,329,8,401,8,319,8,328,8,325,8,323,8,330,8,323,8,327,8,322,8,318,8,321,8,317,8,329,8,326,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,316,8,2026,412,8,1984
648,銚子　　,325,8,326,8,325,8,329,8,405,8,401,8,323,8,326,8,401,8,401,8,404,8,403,8,413,8,323,8,401,8,331,8,404,8,410,8,402,8,329,8,401,8,402,8,403,8,326,8,326,8,408,8,326,8,405,8,402,8,326,8,405,8,416,8,403,8,408,9,325,9,403,9,320,9,321,9,401,9,328,9,404,9,404,9,402,9,331,9,330,9,403,9,325,9,404,9,326,9,319,9,328,9,330,9,407,9,325,9,330,9,325,9,401,9,401,9,404,9,402,9,321,9,329,9,330,9,401,9,401,9,320,9,325,9,327,9,322,9,327,9,322,9,401,9,327,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,319,8,2002,416,8,1984
651,津　　　,401,8,330,8,331,8,403,8,408,8,406,8,323,8,328,8,403,8,406,8,406,8,405,8,412,8,326,8,330,8,404,8,408,8,412,8,403,8,402,8,401,8,406,8,404,8,331,8,331,8,409,8,330,8,403,8,328,8,324,8,403,8,412,8,330,8,403,9,325,9,405,9,325,9,322,9,401,9,328,9,402,9,403,9,403,9,405,9,328,9,327,9,327,9,405,9,328,9,321,9,328,9,328,9,403,9,331,9,326,9,327,9,323,9,324,9,401,9,404,9,325,9,327,9,329,9,328,9,403,9,326,9,328,9,325,9,320,9,326,9,322,9,330,9,328,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,8,320,8,2021,412,8,1984
654,浜松　　,401,8,328,8,327,8,405,8,407,8,402,8,328,8,329,8,401,8,406,8,331,8,402,8,407,8,322,8,328,8,331,8,401,8,403,8,328,8,327,8,330,8,329,8,330,8,320,8,322,8,403,8,325,8,331,8,326,8,323,8,401,8,406,8,327,8,330,8,325,8,403,8,321,8,317,8,330,8,326,8,331,8,403,8,331,8,328,8,326,8,324,8,324,8,403,8,326,8,319,8,324,8,327,8,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,8,1990,407,8,1965
656,静岡　　,325,8,327,8,326,8,328,8,401,8,325,8,320,8,324,8,331,8,402,8,330,8,401,8,401,8,319,8,328,8,329,8,329,8,402,8,329,8,327,8,329,8,329,8,330,8,323,8,322,8,406,8,329,8,331,8,326,8,323,8,403,8,406,8,328,8,330,8,326,8,403,8,321,8,320,8,331,8,324,8,330,8,402,8,401,8,326,8,322,8,321,8,321,8,330,8,323,8,315,8,321,8,318,8,329,8,317,8,324,8,322,8,319,8,317,8,320,8,324,8,317,8,324,8,322,8,327,8,402,8,318,8,328,8,327,8,320,8,321,8,319,8,330,8,326,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,315,8,2002,406,8,1984
662,東京　　,326,8,326,8,324,8,326,8,402,8,330,8,324,8,323,8,401,8,401,8,401,8,402,8,402,8,320,8,330,8,329,8,406,8,407,8,330,8,328,8,331,8,402,8,329,8,322,8,322,8,331,8,323,8,331,8,326,8,323,8,331,8,411,8,403,8,403,9,323,9,402,9,320,9,320,9,330,9,324,9,324,9,331,9,331,9,331,9,321,9,327,9,324,9,330,9,323,9,316,9,327,9,318,9,331,9,321,9,320,9,322,9,321,9,322,9,328,9,331,9,316,9,325,9,323,9,321,9,321,9,317,9,321,9,314,9,314,9,320,9,314,9,329,9,324,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,314,8,2023,411,8,1984
663,尾鷲　　,322,8,326,8,321,8,328,8,405,8,328,8,318,8,328,8,328,8,402,8,401,8,403,8,407,8,322,8,327,8,330,8,401,8,405,8,328,8,329,8,330,8,327,8,331,8,326,8,324,8,405,8,331,8,330,8,326,8,323,8,403,8,405,8,329,8,330,9,328,9,330,9,317,9,320,9,329,9,325,9,327,9,402,9,331,9,327,9,327,9,326,9,322,9,331,9,326,9,320,9,322,9,328,9,402,9,323,9,323,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,8,1989,407,8,1965
670,横浜　　,325,8,326,8,324,8,328,8,403,8,325,8,320,8,321,8,331,8,329,8,401,8,404,8,403,8,319,8,330,8,329,8,403,8,404,8,330,8,328,8,331,8,401,8,330,8,325,8,325,8,405,8,324,8,401,8,327,8,323,8,402,8,410,8,401,8,402,9,321,9,402,9,321,9,318,9,329,9,323,9,324,9,401,9,331,9,329,9,325,9,328,9,324,9,329,9,322,9,315,9,327,9,318,9,402,9,321,9,323,9,323,9,322,9,322,9,330,9,402,9,318,9,325,8,323,8,323,8,325,8,319,8,321,8,318,8,317,8,321,8,315,8,401,8,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,315,8,2023,410,8,1984
672,館山　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,8,406,8,330,8,329,8,331,8,401,8,402,8,323,8,323,8,407,8,331,8,406,8,401,8,325,8,406,8,409,8,403,8,331,8,325,8,405,8,325,8,320,8,403,8,327,8,402,8,403,8,405,8,330,8,330,8,331,8,330,8,404,8,325,8,319,8,327,8,330,8,403,8,321,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,8,2002,409,8,1984
675,大島　　,405,8,326,8,0,0,320,8,326,8,0,0,321,8,0,0,0,0,0,0,401,8,403,8,406,8,317,8,331,8,329,8,404,8,403,8,329,8,329,8,401,8,401,8,331,8,329,8,326,8,404,8,330,8,403,8,329,8,324,8,403,8,407,8,403,8,401,9,329,9,405,9,322,9,320,9,327,9,326,9,401,9,403,9,401,9,328,9,327,9,328,9,322,9,402,9,324,9,317,9,325,9,325,9,329,9,320,9,326,9,324,9,326,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,8,2002,407,8,1984
677,三宅島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,317,8,325,8,328,8,325,8,0,0,327,8,330,8,401,8,325,8,402,8,325,8,320,8,404,8,331,8,331,8,326,8,326,8,402,8,404,8,325,8,329,9,330,9,404,9,316,9,320,9,328,9,331,9,401,9,403,9,405,9,328,9,324,9,328,9,321,9,404,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,8,1989,405,8,1995
678,八丈島　,327,8,403,8,321,8,328,8,402,8,404,8,401,8,403,8,401,8,402,8,401,8,405,8,407,8,328,8,328,8,325,8,423,8,406,8,402,8,415,8,407,8,330,8,407,8,326,8,326,8,408,8,415,8,404,8,325,8,329,8,406,8,402,8,328,8,327,9,409,9,403,9,329,9,330,9,403,9,330,9,409,9,404,9,402,9,323,9,330,9,401,9,326,9,406,9,329,9,328,9,328,9,326,9,408,9,319,9,413,9,330,9,404,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,8,2006,423,8,1969
740,西郷　　,406,8,331,8,331,8,406,8,409,8,401,8,325,8,328,8,403,8,407,8,409,8,407,8,412,8,330,8,401,8,407,8,413,8,414,8,408,8,406,8,407,8,410,8,408,8,403,8,403,8,408,8,401,8,408,8,405,8,401,8,407,8,417,8,407,8,409,8,331,8,411,9,330,8,327,8,409,8,331,8,402,8,407,8,406,8,413,8,331,8,330,8,403,8,407,8,402,8,325,8,403,8,328,8,407,8,404,8,328,8,403,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,2002,417,8,1984
741,松江　　,402,8,331,8,329,8,405,8,410,8,405,8,327,8,329,8,401,8,405,8,410,8,405,8,412,8,328,8,331,8,405,8,410,8,409,8,406,8,404,8,401,8,406,8,407,8,402,8,401,8,408,8,331,8,403,8,404,8,330,8,406,8,413,8,405,8,407,8,330,8,410,8,328,8,324,8,407,8,330,8,401,8,405,8,403,8,406,8,328,8,326,8,329,8,402,8,326,8,322,8,331,8,321,8,405,8,328,8,326,8,401,8,322,8,322,8,406,8,406,8,323,8,327,8,329,8,323,8,401,8,326,8,326,8,323,8,314,8,326,8,320,8,328,8,327,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,8,314,8,2021,413,8,1984
744,米子　　,0,0,405,8,327,8,407,8,410,8,404,8,326,8,329,8,401,8,405,8,405,8,403,8,413,8,329,8,401,8,404,8,409,8,409,8,405,8,331,8,331,8,405,8,406,8,331,8,331,8,408,8,331,8,405,8,403,8,330,8,405,8,414,8,404,8,408,8,330,8,411,8,329,8,324,8,405,8,331,8,401,8,405,8,404,8,406,8,328,8,327,8,327,8,403,8,325,8,320,8,330,8,321,8,404,8,401,8,325,8,331,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,8,2002,414,8,1984
746,鳥取　　,403,8,401,8,329,8,403,8,410,8,404,8,328,8,330,8,404,8,404,8,406,8,405,8,412,8,329,8,331,8,404,8,408,8,410,8,405,8,330,8,401,8,404,8,404,8,331,8,402,8,408,8,330,8,405,8,331,8,330,8,406,8,413,8,404,8,407,9,329,9,411,9,329,9,324,9,405,9,331,9,401,9,405,9,404,9,406,9,328,9,326,9,326,9,405,9,326,9,322,9,331,9,324,9,405,9,401,9,325,9,329,9,322,9,325,9,402,9,403,9,320,9,327,9,328,9,323,9,402,9,324,9,326,9,323,9,319,9,327,9,319,9,329,9,327,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,8,319,8,2023,413,8,1984
747,豊岡　　,405,8,402,8,401,8,405,8,408,8,405,8,325,8,329,8,403,8,407,8,408,8,404,8,414,8,401,8,403,8,406,8,409,8,414,8,407,8,402,8,404,8,407,8,408,8,403,8,407,8,410,8,330,8,405,8,405,8,331,8,404,8,416,8,408,8,410,8,404,8,413,8,330,8,328,8,406,8,402,8,403,8,406,8,406,8,409,8,401,8,328,8,329,8,408,8,328,8,326,8,403,8,328,8,407,8,404,8,326,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,1959,416,8,1984
750,舞鶴　　,401,8,330,8,329,8,331,8,411,8,404,8,327,8,330,8,404,8,403,8,403,8,405,8,413,8,402,8,402,8,406,8,409,8,414,8,406,8,331,8,404,8,407,8,407,8,404,8,403,8,410,8,330,8,406,8,405,8,330,8,405,8,416,8,406,8,409,9,404,9,412,9,330,9,326,9,405,9,331,9,403,9,406,9,406,9,409,9,402,9,328,9,331,9,410,9,329,8,325,8,403,8,327,8,407,8,405,8,331,8,402,8,325,8,327,8,405,8,409,8,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,2013,416,8,1984
755,浜田　　,323,8,326,8,322,8,402,8,405,8,325,8,323,8,326,8,330,8,328,8,404,8,401,8,401,8,320,8,326,8,402,8,403,8,404,8,402,8,403,8,328,8,402,8,331,8,324,8,325,8,404,8,328,8,401,8,328,8,323,8,404,8,409,8,401,8,403,9,326,9,406,9,326,9,320,9,404,9,326,9,330,9,402,9,331,9,330,9,327,9,323,9,328,9,330,9,324,8,317,8,329,8,321,8,401,8,326,8,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,8,2002,409,8,1984
759,京都　　,405,8,329,8,328,8,401,8,407,8,402,8,323,8,329,8,331,8,402,8,404,8,405,8,409,8,327,8,401,8,402,8,407,8,409,8,401,8,330,8,401,8,404,8,404,8,329,8,329,8,408,8,331,8,405,8,330,8,324,8,402,8,409,8,402,8,403,8,327,8,405,8,324,8,321,8,330,8,327,8,328,8,403,8,331,8,331,8,326,8,324,8,325,8,403,8,324,8,318,8,328,8,324,8,402,8,327,8,325,8,324,8,319,8,319,8,328,8,403,9,322,9,327,9,327,9,323,9,331,9,322,9,327,9,322,9,316,9,324,9,317,9,329,9,327,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,316,8,2021,409,8,1984
761,彦根　　,405,8,331,8,331,8,405,8,410,8,405,8,329,8,331,8,404,8,405,8,405,8,406,8,415,8,405,8,403,8,406,8,407,8,411,8,403,8,331,8,402,8,408,8,406,8,402,8,405,8,409,8,402,8,406,8,405,8,330,8,406,8,415,8,406,8,409,8,404,8,407,8,330,8,323,8,404,8,331,8,403,8,405,8,401,8,408,8,330,8,329,8,329,8,409,8,401,8,326,8,331,8,328,8,406,8,406,8,330,8,330,8,328,8,401,8,401,8,408,8,330,8,402,8,331,8,330,8,405,8,327,8,404,8,327,8,322,8,331,8,323,8,402,8,404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,8,322,8,2021,415,8,1984
762,下関　　,329,8,328,8,324,8,404,8,406,8,325,8,323,8,329,8,329,8,402,8,405,8,401,8,405,8,326,8,330,8,402,8,404,8,405,8,401,8,402,8,328,8,331,8,328,8,325,8,326,8,331,8,328,8,402,8,327,8,323,8,331,8,406,8,402,8,402,9,324,9,404,9,322,9,320,9,405,9,327,8,402,8,402,8,401,8,331,8,325,8,326,8,329,8,328,8,326,8,319,8,325,8,323,8,331,8,325,8,323,8,326,8,318,8,320,8,330,8,330,8,319,8,325,8,325,8,328,8,329,8,323,8,325,8,324,8,316,8,325,8,322,8,329,8,326,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,316,8,2021,406,8,1984
765,広島　　,402,8,328,8,324,8,402,8,405,8,326,8,321,8,323,8,331,8,330,8,402,8,402,8,402,8,326,8,329,8,402,8,405,8,406,8,403,8,330,8,330,8,403,8,402,8,328,8,326,8,403,8,329,8,401,8,330,8,324,8,404,8,408,8,330,8,402,8,325,8,403,9,325,9,320,9,331,9,327,9,326,9,331,9,329,9,401,9,322,9,320,9,327,9,328,9,323,9,320,9,325,9,319,9,403,9,322,9,322,9,325,9,322,9,320,9,401,9,402,9,322,9,325,9,324,9,323,9,327,9,322,9,322,9,322,9,311,9,321,9,319,9,325,9,326,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,8,311,8,2021,408,8,1984
768,岡山　　,331,8,328,8,325,8,329,8,406,8,401,8,323,8,328,8,402,8,402,8,405,8,403,8,408,8,326,8,331,8,404,8,406,8,408,8,402,8,331,8,331,8,405,8,405,8,330,8,330,8,403,8,329,8,402,8,330,8,325,8,404,8,410,8,401,8,403,9,325,9,405,9,326,9,323,9,331,9,330,9,329,9,403,9,401,9,403,9,328,9,327,9,327,9,401,9,326,9,320,9,329,9,325,9,403,9,329,9,326,9,326,9,321,9,322,9,331,9,403,9,324,9,328,9,328,9,326,9,401,9,325,9,327,9,324,9,320,9,326,9,322,9,330,9,328,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,320,8,2021,410,8,1984
770,神戸　　,404,8,328,8,330,8,330,8,408,8,402,8,327,8,328,8,401,8,402,8,404,8,404,8,408,8,325,8,331,8,331,8,404,8,406,8,331,8,331,8,329,8,401,8,331,8,325,8,326,8,406,8,329,8,403,8,329,8,324,8,401,8,410,8,330,8,403,8,327,8,405,8,325,8,321,8,329,8,327,8,329,8,402,8,331,8,331,8,326,8,324,8,325,8,402,9,325,9,322,9,328,9,326,9,403,9,327,9,330,9,326,9,323,9,320,9,331,9,402,9,321,9,327,9,327,9,326,9,403,9,323,9,327,9,326,9,324,9,325,9,324,9,401,9,327,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,320,8,2010,410,8,1984
772,大阪　　,402,8,331,8,328,8,330,8,407,8,327,8,325,8,328,8,402,8,404,8,402,8,403,8,410,8,323,8,330,8,401,8,407,8,408,8,402,8,330,8,331,8,403,8,402,8,329,8,327,8,404,8,329,8,403,8,328,8,323,8,331,8,410,8,329,8,402,9,325,9,405,9,325,9,321,9,329,9,326,9,329,9,331,9,331,9,331,9,327,9,325,9,324,9,402,9,325,9,320,9,327,9,323,9,403,9,328,9,327,9,326,9,324,9,321,9,331,9,402,9,321,9,327,9,326,9,323,9,330,9,320,9,327,9,323,9,319,9,323,9,319,9,330,9,327,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,319,8,2023,410,8,1984
